観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),現在値(mm),現在値の品質情報,今日の最大値(mm),今日の最大値の品質情報,今日の最大値起時（時）(まで),今日の最大値起時（分）(まで),今日の最大値起時(まで)の品質情報,極値更新,10年未満での極値更新,昨日までの観測史上1位の値(mm),昨日までの観測史上1位の値の品質情報,昨日までの観測史上1位の値の年,昨日までの観測史上1位の値の月,昨日までの観測史上1位の値の日,昨日までの4月の1位の値(mm),昨日までの4月の1位の値の品質情報,昨日までの4月の1位の値の年,昨日までの4月の1位の値の月,昨日までの4月の1位の値の日,統計開始年
19051,北海道 釧路地方,弟子屈,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,155,8,1992,09,12,93,8,2006,04,21,1977
19076,北海道 釧路地方,阿寒湖畔,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,288,8,1981,08,06,125,8,2000,04,11,1976
19151,北海道 釧路地方,標茶,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,173,8,2003,08,10,100.5,8,2013,04,07,1976
19191,北海道 釧路地方,鶴居,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,196,8,2003,08,10,101.0,8,2011,04,24,1977
19261,北海道 釧路地方,中徹別,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,193,8,2005,09,08,128,8,2006,04,21,1976
19281,北海道 釧路地方,塘路,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,180,8,2003,08,10,113.5,8,2013,04,07,1983
19301,北海道 釧路地方,茶内原野,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,190.5,8,2013,09,17,119.5,8,2013,04,07,1984
19311,北海道 釧路地方,榊町,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,187,8,2003,06,21,99,8,1990,04,30,1977
19346,北海道 釧路地方,阿寒,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,240,8,2005,09,08,118.5,8,2011,04,24,1976
19347,北海道 釧路地方,鶴丘,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,215,8,2003,07,11,119.5,4,2009,04,22,2003
19376,北海道 釧路地方,太田,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,208.0,8,2015,09,19,125.5,8,2013,04,07,1977
19406,北海道 釧路地方,二俣,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,219,8,2002,07,11,112,8,1990,04,23,1976
19416,北海道 釧路地方,白糠,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,172,8,2003,07,11,96.5,8,2009,04,22,1976
19432,北海道 釧路地方,釧路,47418,2017,04,11,15,00,0.0,8,0.0,4,,,,,,171,8,1986,09,04,101.5,8,2013,04,07,1976
19451,北海道 釧路地方,知方学,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,226,8,1986,09,04,93.0,8,2013,04,07,1978
20047,北海道 十勝地方,三股,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,201,8,2006,08,19,63.5,8,2013,04,08,2006
20071,北海道 十勝地方,小利別,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,181,8,2006,08,19,55.5,8,2011,04,24,1983
20146,北海道 十勝地方,陸別,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,168,8,2006,08,19,63,8,2000,04,11,1976
20186,北海道 十勝地方,ぬかびら源泉郷,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,303,8,1981,08,05,167,8,2000,04,11,1976
20202,北海道 十勝地方,柏倉,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,193,8,2003,08,10,104,8,2000,04,11,1983
20222,北海道 十勝地方,上螺湾,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,179,4,1988,11,25,104,8,2000,04,11,1983
20266,北海道 十勝地方,上士幌,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,202,8,2006,08,19,95,8,1990,04,23,1976
20276,北海道 十勝地方,足寄,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,177,8,2003,08,10,67,8,2000,04,11,1976
20331,北海道 十勝地方,押帯,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,186,8,2003,08,10,85,8,2006,04,21,1983
20341,北海道 十勝地方,本別,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,178,8,2003,08,10,83,8,2000,04,11,1976
20356,北海道 十勝地方,新得,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,277,4,1981,08,05,64,8,2000,04,23,1976
20361,北海道 十勝地方,鹿追,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,273,8,1981,08,05,73,8,2000,04,22,1976
20371,北海道 十勝地方,駒場,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,160,8,1988,11,25,73,8,2000,04,11,1977
20421,北海道 十勝地方,芽室,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,281,8,1981,08,05,76,8,2000,04,22,1976
20432,北海道 十勝地方,帯広,47417,2017,04,11,15,00,0.0,8,0.0,4,,,,,,186,8,1988,11,25,89,8,2000,04,22,1976
20441,北海道 十勝地方,池田,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,179,8,2003,08,10,95,8,2000,04,22,1976
20451,北海道 十勝地方,留真,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,188,8,1989,06,30,94,8,2000,04,22,1984
20506,北海道 十勝地方,浦幌,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,164,8,1989,06,30,94,8,2006,04,21,1976
20551,北海道 十勝地方,帯広泉,,2017,04,11,15,00,,1,,1,,,,,,165,8,2003,08,10,28.0,4,2011,04,28,2003
20556,北海道 十勝地方,糠内,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,237,8,1988,11,25,111,8,2000,04,22,1978
20601,北海道 十勝地方,上札内,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,331,8,1981,08,05,117,8,2000,04,22,1977
20606,北海道 十勝地方,更別,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,264,8,1981,08,05,118,8,2000,04,22,1977
20631,北海道 十勝地方,大津,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,204,8,1989,06,30,97,8,2006,04,21,1977
20696,北海道 十勝地方,大樹,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,315,8,1998,09,16,125,8,2000,04,22,1976
20751,北海道 十勝地方,広尾,47440,2017,04,11,15,00,0.0,8,0.0,4,,,,,,350,8,1998,09,16,157,8,2000,04,22,1976
21031,北海道 胆振地方,安平,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,186,8,1981,08,05,143,8,1990,04,23,1976
21111,北海道 胆振地方,厚真,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,188,8,2001,09,12,104,8,1990,04,23,1976
21126,北海道 胆振地方,穂別,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,276,8,2006,08,19,130,8,1990,04,23,1976
21161,北海道 胆振地方,大滝,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,285,8,1981,08,23,171.5,8,2013,04,07,1976
21171,北海道 胆振地方,森野,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,397.0,8,2011,08,21,273.0,8,2010,04,29,1976
