観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),現在値(mm),現在値の品質情報,今日の最大値(mm),今日の最大値の品質情報,今日の最大値起時（時）(まで),今日の最大値起時（分）(まで),今日の最大値起時(まで)の品質情報,極値更新,10年未満での極値更新,昨日までの観測史上1位の値(mm),昨日までの観測史上1位の値の品質情報,昨日までの観測史上1位の値の年,昨日までの観測史上1位の値の月,昨日までの観測史上1位の値の日,昨日までの4月の1位の値(mm),昨日までの4月の1位の値の品質情報,昨日までの4月の1位の値の年,昨日までの4月の1位の値の月,昨日までの4月の1位の値の日,統計開始年
21187,北海道 胆振地方,苫小牧,47424,2017,04,11,15,00,0.0,8,0.0,4,,,,,,267.0,8,2014,09,12,97,8,1990,04,23,1976
21226,北海道 胆振地方,大岸,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,164,8,1981,08,23,66,8,1990,04,24,1977
21237,北海道 胆振地方,洞爺湖温泉,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,130,8,1981,08,23,56,8,1998,04,14,1978
21251,北海道 胆振地方,カルルス,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,313.0,8,2012,05,04,199.5,8,2010,04,29,1985
21261,北海道 胆振地方,白老,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,444,8,1987,08,27,159,8,1990,04,23,1976
21276,北海道 胆振地方,鵡川,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,310,8,2006,08,19,97,8,1985,04,24,1976
21297,北海道 胆振地方,伊達,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,132.5,8,2010,08,12,59.0,8,2013,04,07,2007
21312,北海道 胆振地方,登別,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,509,8,1983,09,25,133,8,1982,04,16,1976
21323,北海道 胆振地方,室蘭,47423,2017,04,11,15,00,0.0,8,0.0,4,,,,,,182.5,8,2010,08,12,66.0,8,2009,04,22,1976
22036,北海道 日高地方,日高,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,323,8,2003,08,10,80.0,8,2011,04,24,1977
22072,北海道 日高地方,仁世宇,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,424,8,2006,08,19,103.5,8,2011,04,24,1985
22106,北海道 日高地方,旭,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,378,8,2003,08,10,105,8,1990,04,23,1985
22141,北海道 日高地方,日高門別,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,294,8,1981,08,06,77,8,1985,04,24,1976
22156,北海道 日高地方,新和,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,337,8,2003,08,10,122,8,1990,04,23,1976
22206,北海道 日高地方,笹山,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,185,8,2003,08,10,104,8,2000,04,11,1987
22241,北海道 日高地方,静内,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,253,8,1981,08,06,70,8,2000,04,11,1976
22291,北海道 日高地方,三石,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,244,8,1981,08,05,83,8,2000,04,11,1977
22306,北海道 日高地方,中杵臼,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,343,8,1981,07,06,128,8,1979,04,09,1978
22327,北海道 日高地方,浦河,47426,2017,04,11,15,00,0.0,8,0.0,4,,,,,,195,8,1981,07,06,74,8,1989,04,17,1976
22356,北海道 日高地方,目黒,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,291,8,2003,07,11,147,8,1990,04,23,1978
22366,北海道 日高地方,幌満,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,229,8,2003,07,11,90,8,1990,04,23,1978
22391,北海道 日高地方,えりも岬,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,143.0,8,2016,06,17,65.0,8,2009,04,22,1978
23031,北海道 渡島地方,長万部,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,183,8,1985,09,02,94,8,1998,04,13,1976
23086,北海道 渡島地方,八雲,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,217.0,8,2013,08,09,111,8,1998,04,13,1976
23166,北海道 渡島地方,森,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,186.0,8,2010,08,12,81.0,8,2015,04,04,2002
23191,北海道 渡島地方,大沼,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,190,8,2001,09,12,63.0,8,2009,04,26,1976
23206,北海道 渡島地方,川汲,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,305,8,1998,09,16,138.5,8,2009,04,26,1976
23226,北海道 渡島地方,北斗,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,180,8,1991,10,16,63.0,8,2009,04,26,1976
23232,北海道 渡島地方,函館,47430,2017,04,11,15,00,0.0,8,0.0,4,,,,,,139,8,1986,09,04,63.0,8,2009,04,26,1976
23281,北海道 渡島地方,高松,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,106,8,2007,07,29,63.5,4,2009,04,26,2003
23291,北海道 渡島地方,戸井泊,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,151.0,8,2012,10,03,88.0,8,2009,04,26,2003
23321,北海道 渡島地方,知内,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,164.0,8,2015,08,18,82.0,8,2013,04,07,2004
23326,北海道 渡島地方,木古内,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,168,8,1995,08,21,64.0,8,2015,04,04,1976
23356,北海道 渡島地方,千軒,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,203,8,1981,08,23,108,8,1981,04,21,1978
23376,北海道 渡島地方,松前,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,178.5,8,2014,08,22,57.5,8,2009,04,26,1977
24141,北海道 渡島地方,熊石,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,320,8,1998,05,02,110,8,1998,04,13,1976
24041,北海道 檜山地方,せたな,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,181,8,1998,05,02,79,8,1998,04,13,1976
24051,北海道 檜山地方,今金,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,205,8,1998,05,02,88,8,1998,04,13,1976
24101,北海道 檜山地方,奥尻,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,133.5,8,2010,08,12,61,8,2002,04,17,2000
24156,北海道 檜山地方,米岡,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,162.5,8,2010,08,12,58.5,8,2015,04,04,2003
24166,北海道 檜山地方,潮見,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,229,8,1998,05,02,85,8,1998,04,14,1976
24201,北海道 檜山地方,鶉,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,209,8,1995,08,21,83,8,2005,04,11,1977
24217,北海道 檜山地方,江差,47428,2017,04,11,15,00,0.0,8,0.0,4,,,,,,184.0,8,2010,08,12,71.0,8,2015,04,04,1976
24236,北海道 檜山地方,石崎,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,183.0,8,2008,08,03,61,8,1998,04,14,1977
31001,青森県,大間,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,165,8,1998,08,03,100.5,8,2009,04,26,1976
31036,青森県,湯野川,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,151,8,2007,11,12,72.5,8,2009,04,26,2005
31111,青森県,むつ,47576,2017,04,11,15,00,0.0,8,0.0,4,,,,,,224,8,1981,08,23,108.5,8,2009,04,26,1976
31121,青森県,小田野沢,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,216,8,2001,09,11,73,8,1982,04,16,1976
31136,青森県,今別,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,157,8,1979,08,27,67.5,8,2011,04,08,1976
31156,青森県,脇野沢,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,194,8,2005,09,19,72,8,1982,04,16,1976
31186,青森県,市浦,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,181.0,8,2010,09,01,60,8,1998,04,14,1976
31201,青森県,蟹田,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,168,8,1981,08,23,70,8,1998,04,14,1976
31296,青森県,五所川原,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,174,8,1981,08,23,47.5,8,2009,04,22,1976
31312,青森県,青森,47575,2017,04,11,15,00,0.0,8,0.0,4,,,,,,212,8,2007,11,12,52.0,8,2009,04,26,1976
31321,青森県,大和山,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,255,8,2007,11,12,130.5,8,2009,04,26,1976
31332,青森県,野辺地,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,182.5,8,2016,08,18,88.0,8,2009,04,26,2008
31336,青森県,六ケ所,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,216,8,1990,10,27,73.0,8,2009,04,26,1982
31366,青森県,鰺ケ沢,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,182,8,1977,08,06,58,8,1998,04,14,1976
31386,青森県,青森大谷,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,151.0,8,2012,07,16,41.5,8,2012,04,01,2003
31411,青森県,七戸,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,192,8,2007,11,12,116.5,8,2009,04,26,1977
31436,青森県,深浦,47574,2017,04,11,15,00,0.0,8,0.0,4,,,,,,163.0,8,2012,07,16,67,8,1995,04,23,1976
31451,青森県,岳,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,198,8,1977,08,05,72.0,8,2015,04,04,1976
31461,青森県,弘前,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,243,8,1977,08,06,43.5,8,2012,04,01,1976
31466,青森県,黒石,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,263,8,1977,08,06,37.0,8,2012,04,01,1976
31482,青森県,酸ケ湯,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,230,8,1990,10,27,69.5,8,2016,04,29,1976
31506,青森県,三沢,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,198,8,1994,09,16,91.5,8,2009,04,26,1976
31551,青森県,大鰐,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,161.5,8,2013,09,16,51.5,8,2011,04,08,2010
31562,青森県,温川,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,165,8,2006,10,07,55,8,1998,04,14,1983
31586,青森県,十和田,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,254,8,1990,10,27,94.0,8,2009,04,26,1976
31602,青森県,八戸,47581,2017,04,11,15,00,0.0,8,0.0,4,,,,,,170,8,2001,09,12,126.5,8,2009,04,26,1976
31646,青森県,碇ケ関,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,174.5,8,2010,08,31,69.0,8,2011,04,08,1976
31662,青森県,休屋,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,191,8,2006,10,07,66,8,1984,04,20,1982
31671,青森県,戸来,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,225,8,1999,10,28,95.5,8,2009,04,26,1978
31721,青森県,三戸,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,246,8,1999,10,28,87,8,1984,04,20,1976
32056,秋田県,八森,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,172.5,8,2014,08,06,78,8,1998,04,14,1976
32071,秋田県,藤里,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,216.0,8,2009,07,19,153,8,1980,04,06,1978
32091,秋田県,陣場,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,179,8,1999,09,01,115,8,1980,04,07,1976
32096,秋田県,藤原,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,166,8,2005,09,02,69,8,2005,04,08,1983
32111,秋田県,能代,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,142,8,2004,09,30,54,8,1998,04,14,1976
32126,秋田県,鷹巣,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,182,8,2007,09,18,90,8,1980,04,07,1976
32136,秋田県,大館,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,163,8,1994,09,01,121,8,1980,04,06,1976
32146,秋田県,鹿角,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,293.0,8,2013,08,10,78,8,1980,04,07,1976
32181,秋田県,脇神,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,189,8,2007,09,18,55.5,8,2015,04,04,2003
32206,秋田県,湯瀬,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,213,8,2007,09,18,73,8,1984,04,20,1976
32266,秋田県,八幡平,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,208,8,2007,09,18,66,8,1982,04,16,1978
32276,秋田県,男鹿真山,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,178.0,8,2013,09,16,63.5,8,2009,04,26,1985
32286,秋田県,男鹿,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,192,8,2007,09,18,70,8,1995,04,23,1976
32287,秋田県,大潟,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,159,8,1982,08,30,47.0,8,2010,04,02,1977
32296,秋田県,五城目,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,154,8,1979,08,27,72,8,1980,04,07,1976
32311,秋田県,阿仁合,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,200,8,2007,09,18,107,8,1980,04,07,1976
32312,秋田県,比立内,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,225,8,2007,09,18,99,8,1980,04,07,1976
32376,秋田県,桧木内,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,250.5,8,2013,08,10,126,8,1980,04,07,1978
32402,秋田県,秋田,47582,2017,04,11,15,00,0.0,8,0.0,4,,,,,,136,8,2007,09,18,67,8,1980,04,07,1976
32407,秋田県,岩見三内,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,241,8,1987,08,17,101,8,1980,04,07,1976
32408,秋田県,仁別,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,221,8,2006,07,03,75,8,1989,04,17,1985
32426,秋田県,鎧畑,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,292.0,8,2013,08,10,122,8,1980,04,07,1977
32431,秋田県,田沢湖高原,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,135.5,8,2015,07,25,57.5,8,2015,04,21,2014
32451,秋田県,雄和,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,165,8,2007,09,17,55,8,2007,04,15,2003
32466,秋田県,角館,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,222,8,2007,09,17,93,8,1980,04,07,1976
32476,秋田県,田沢湖,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,232,8,2007,09,17,127,8,1980,04,07,1976
32496,秋田県,大正寺,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,205,8,1997,09,03,64,8,1977,04,29,1976
32551,秋田県,大曲,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,240,8,1997,09,03,63,8,1982,04,16,1976
32571,秋田県,本荘,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,205,8,1997,09,03,76,8,1984,04,20,1976
32581,秋田県,東由利,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,154,8,1995,08,26,62,8,1979,04,18,1976
32596,秋田県,横手,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,213,8,2001,08,01,76,8,1982,04,16,1976
32616,秋田県,にかほ,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,119,8,1999,08,25,48.5,8,2010,04,02,1976
32626,秋田県,矢島,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,234.0,8,2011,06,24,87,8,1979,04,17,1976
32681,秋田県,笹子,,2017,04,11,15,00,1.0,8,1.0,4,15,00,8,,,237,8,1987,08,17,74,8,1984,04,20,1983
32691,秋田県,湯沢,,2017,04,11,15,00,0.0,4,0.0,4,,,,,,160,8,1987,08,17,64,8,1982,04,16,1976
32701,秋田県,東成瀬,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,143,8,1987,08,29,63,8,1982,04,16,1976
32771,秋田県,湯の岱,,2017,04,11,15,00,2.5,8,2.5,4,15,00,8,,,193,8,1981,08,23,88,8,1982,04,16,1976
33006,岩手県,種市,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,237,8,2004,09,30,151.0,8,2009,04,26,1976
33026,岩手県,軽米,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,232,8,1999,10,28,114,8,1984,04,20,1976
33071,岩手県,二戸,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,218,8,1999,10,28,97,8,1984,04,20,1976
33086,岩手県,大野,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,261,8,2000,07,09,120,8,1984,04,20,1976
33136,岩手県,山形,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,267,8,1999,10,28,75,8,1990,04,15,1977
33146,岩手県,久慈,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,235,8,1982,05,21,151.0,8,2009,04,26,1976
33166,岩手県,荒屋,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,179,8,2007,09,18,80,8,1982,04,16,1976
33176,岩手県,奥中山,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,157,8,2006,10,07,62,8,1990,04,15,1977
33186,岩手県,葛巻,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,171,8,2006,10,07,89,8,1990,04,15,1976
33201,岩手県,下戸鎖,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,346,8,1999,10,28,107.5,8,2009,04,26,1978
33206,岩手県,普代,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,343.5,8,2015,06,28,196.0,8,2009,04,26,1976
33226,岩手県,岩手松尾,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,187,8,1990,09,20,83,8,1982,04,16,1976
33231,岩手県,一方井,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,68.0,8,2016,08,27,33.0,8,2016,04,29,2014
33296,岩手県,好摩,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,172,8,2002,07,11,68,8,1982,04,16,1976
33326,岩手県,岩泉,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,250.0,8,2010,12,23,136,8,1984,04,20,1976
33336,岩手県,小本,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,351,8,1981,09,27,211.5,8,2009,04,26,1977
33351,岩手県,葛根田,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,257,8,2007,09,18,95,8,1995,04,23,1977
33361,岩手県,滝沢,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,187,8,2007,09,18,64.5,8,2009,04,22,2005
33371,岩手県,薮川,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,147,8,2007,09,18,63,8,1990,04,15,1976
33421,岩手県,雫石,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,267.5,8,2013,08,10,82,8,1982,04,16,1976
33431,岩手県,盛岡,47584,2017,04,11,15,00,0.0,8,0.0,4,,,,,,199,8,2007,09,18,74,8,1982,04,16,1976
33441,岩手県,区界,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,147,8,2007,09,17,69.0,8,2011,04,24,1993
33461,岩手県,刈屋,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,186.0,8,2016,08,30,46.5,8,2016,04,29,2011
33472,岩手県,宮古,47585,2017,04,11,15,00,0.0,8,0.0,4,,,,,,333,8,1981,09,27,164,8,1984,04,20,1976
33501,岩手県,紫波,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,221,8,2007,09,18,78,8,1982,04,16,1976
33526,岩手県,川井,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,189.5,8,2016,08,30,119,8,1984,04,21,1977
33561,岩手県,沢内,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,261,8,2007,09,18,100,8,1980,04,07,1976
33566,岩手県,豊沢,,2017,04,11,15,00,0.5,8,0.5,4,15,00,8,,,276,8,2007,09,18,94,8,2000,04,11,1976
33576,岩手県,花巻,,2017,04,11,15,00,0.0,4,0.0,4,,,,,,203,8,2007,09,18,58.5,8,2015,04,21,1976
33581,岩手県,大迫,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,160,8,1982,08,31,66,8,1982,04,16,1976
33596,岩手県,附馬牛,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,159.5,8,2011,06,24,67.5,8,2015,04,21,2005
33611,岩手県,大槌,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,225,8,2002,07,11,94.5,8,2010,04,29,2000
33616,岩手県,山田,,2017,04,11,15,00,0.0,4,0.0,4,,,,,,345.0,8,2012,05,04,170,8,1982,04,16,1976
33631,岩手県,湯田,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,272,8,2001,08,01,72,8,1984,04,20,1976
33671,岩手県,遠野,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,174,8,1999,07,14,90,8,1982,04,16,1976
33686,岩手県,新町,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,341.5,8,2012,05,04,83.5,8,2013,04,07,2011
33711,岩手県,金ヶ崎,,2017,04,11,15,00,1.0,8,1.0,4,15,00,8,,,137,8,2007,09,18,48.0,8,2014,04,04,2006
33716,岩手県,北上,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,251,8,1982,08,31,87,8,1982,04,16,1976
33726,岩手県,米里,,2017,04,11,15,00,1.0,8,1.0,4,15,00,8,,,142,8,1990,11,05,78,8,1982,04,16,1976
33751,岩手県,釜石,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,356,8,2002,07,11,275,8,1982,04,16,1976
33776,岩手県,若柳,,2017,04,11,15,00,1.0,8,1.0,4,15,00,8,,,204,8,2002,07,11,104,8,1982,04,16,1976
33781,岩手県,江刺,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,221,8,2001,08,01,77,8,1982,04,16,1976
33801,岩手県,住田,,2017,04,11,15,00,1.0,8,1.0,4,15,00,8,,,231,8,2002,07,11,157,8,1982,04,16,1977
33831,岩手県,祭畤,,2017,04,11,15,00,5.0,8,5.0,4,15,00,8,,,337,8,1988,08,29,161,8,1982,04,16,1976
33841,岩手県,衣川,,2017,04,11,15,00,1.5,8,1.5,4,15,00,8,,,203,8,2002,07,11,90,8,1982,04,16,1976
33856,岩手県,大東,,2017,04,11,15,00,1.0,8,1.0,4,15,00,8,,,148.5,8,2013,07,27,81.0,8,2011,04,24,2005
33871,岩手県,陸前高田,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,207.0,8,2012,05,04,82.0,8,2014,04,04,2011
33877,岩手県,大船渡,47512,2017,04,11,15,00,0.0,8,0.0,4,,,,,,245,8,2002,07,11,186,8,1984,04,20,1976
33911,岩手県,一関,,2017,04,11,15,00,2.5,8,2.5,4,15,00,8,,,202,8,2002,07,11,102,8,1989,04,12,1976
33921,岩手県,千厩,,2017,04,11,15,00,1.0,8,1.0,4,15,00,8,,,175,8,2002,07,11,90,8,1984,04,20,1976
34012,宮城県,駒ノ湯,,2017,04,11,15,00,6.0,8,6.0,4,15,00,8,,,283,8,1989,08,28,157,8,1981,04,20,1976
34026,宮城県,気仙沼,,2017,04,11,15,00,1.0,8,1.0,4,15,00,8,,,274,8,1986,08,05,139,8,1982,04,16,1976
34056,宮城県,鴬沢,,2017,04,11,15,00,3.0,8,3.0,4,15,00,8,,,194.5,8,2015,09,11,73.0,8,2009,04,22,2001
34096,宮城県,川渡,,2017,04,11,15,00,4.0,8,4.0,4,15,00,8,,,193,8,1989,08,28,107,8,2000,04,22,1976
34111,宮城県,築館,,2017,04,11,15,00,2.0,8,2.0,4,15,00,8,,,178,8,1986,08,05,124,8,1990,04,23,1976
34171,宮城県,米山,,2017,04,11,15,00,2.0,8,2.0,4,15,00,8,,,200,8,2002,07,11,133,8,1982,04,16,1976
34186,宮城県,志津川,,2017,04,11,15,00,2.0,8,2.0,4,15,00,8,,,219,8,2005,10,23,155,8,1982,04,16,1976
34206,宮城県,加美,,2017,04,11,15,00,5.0,8,5.0,4,15,00,8,,,238.0,8,2015,09,11,78.0,8,2009,04,26,2005
34216,宮城県,古川,,2017,04,11,15,00,3.0,8,3.0,4,15,00,8,,,219,8,1986,08,05,103,8,1982,04,16,1976
34231,宮城県,桃生,,2017,04,11,15,00,2.0,8,2.0,4,15,00,8,,,194.5,8,2011,09,21,76.5,8,2014,04,04,2011
34241,宮城県,雄勝,,2017,04,11,15,00,2.5,8,2.5,4,15,00,8,,,437.0,8,2011,09,21,185,8,1982,04,16,1976
34262,宮城県,泉ケ岳,,2017,04,11,15,00,8.0,8,8.0,4,15,00,8,,,293.0,8,2015,09,11,94.5,8,2010,04,28,2005
34266,宮城県,大衡,,2017,04,11,15,00,4.0,8,4.0,4,15,00,8,,,273,8,1986,08,05,119,8,1982,04,16,1976
34276,宮城県,鹿島台,,2017,04,11,15,00,3.0,8,3.0,4,15,00,8,,,268,4,1986,08,05,133,8,1982,04,16,1976
34286,宮城県,東松島,,2017,04,11,15,00,3.5,8,3.5,4,15,00,8,,,218.5,8,2011,09,21,82.5,8,2014,04,04,2011
34292,宮城県,石巻,47592,2017,04,11,15,00,2.5,8,2.5,4,15,00,8,,,231.0,8,2011,09,21,145,8,1982,04,16,1976
34296,宮城県,女川,,2017,04,11,15,00,3.0,8,3.0,4,15,00,8,,,376.5,8,2011,09,21,92.5,8,2014,04,04,2011
34311,宮城県,新川,,2017,04,11,15,00,6.5,8,6.5,4,15,00,8,,,231,8,1986,08,05,107,8,1982,04,16,1976
34331,宮城県,塩釜,,2017,04,11,15,00,5.5,8,5.5,4,15,00,8,,,387,8,1986,08,05,108,8,1982,04,16,1976
34361,宮城県,江ノ島,,2017,04,11,15,00,2.5,8,2.5,4,15,00,8,,,234,8,2002,07,11,114,8,1984,04,20,1978
34392,宮城県,仙台,47590,2017,04,11,15,00,7.5,8,7.5,4,15,00,8,,,380,8,1986,08,05,97,8,1982,04,16,1976
34431,宮城県,岩沼,,2017,04,11,15,00,9.5,8,9.5,4,15,00,8,,,220.5,8,2011,09,21,53.5,8,2014,04,04,2011
34436,宮城県,名取,,2017,04,11,15,00,8.0,8,8.0,4,15,00,8,,,255.0,8,2011,09,21,61.0,8,2009,04,26,2003
34461,宮城県,白石,,2017,04,11,15,00,11.0,8,11.0,4,15,00,8,,,263,8,1986,08,05,234,8,1999,04,25,1976
34462,宮城県,蔵王,,2017,04,11,15,00,7.0,8,7.0,4,15,00,8,,,180.5,8,2015,09,11,68.0,8,2008,04,19,2005
34471,宮城県,亘理,,2017,04,11,15,00,9.5,8,9.5,4,15,00,8,,,399,4,1986,08,05,93,8,1999,04,25,1976
34506,宮城県,丸森,,2017,04,11,15,00,9.5,8,9.5,4,15,00,8,,,288,8,1986,08,05,190,8,1999,04,25,1977
34526,宮城県,筆甫,,2017,04,11,15,00,8.5,8,8.5,4,15,00,8,,,379,8,1989,08,06,343,8,1999,04,25,1978
35002,山形県,飛島,,2017,04,11,15,00,0.5,8,0.5,4,15,00,8,,,251,8,2005,08,13,52,8,1992,04,30,1978
35052,山形県,酒田,47587,2017,04,11,15,00,1.5,8,1.5,4,15,00,8,,,179.5,8,2011,08,18,50,8,2007,04,22,1976
35061,山形県,上草津,,2017,04,11,15,00,1.0,8,1.0,4,15,00,8,,,253,8,1996,06,19,116,8,2002,04,30,1976
35071,山形県,差首鍋,,2017,04,11,15,00,2.0,8,2.0,4,15,00,8,,,221.5,8,2011,08,18,90,8,1977,04,29,1976
35086,山形県,浜中,,2017,04,11,15,00,2.0,8,2.0,4,15,00,8,,,338.0,8,2008,08,15,48,8,2007,04,22,2003
35116,山形県,金山,,2017,04,11,15,00,0.5,8,0.5,4,15,00,8,,,204.0,8,2011,06,24,63,8,1980,04,07,1976
35141,山形県,鶴岡,,2017,04,11,15,00,3.0,8,3.0,4,15,00,8,,,212.5,8,2011,08,18,52,8,2007,04,22,1976
