観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),現在値(mm),現在値の品質情報,今日の最大値(mm),今日の最大値の品質情報,今日の最大値起時（時）(まで),今日の最大値起時（分）(まで),今日の最大値起時(まで)の品質情報,極値更新,10年未満での極値更新,昨日までの観測史上1位の値(mm),昨日までの観測史上1位の値の品質情報,昨日までの観測史上1位の値の年,昨日までの観測史上1位の値の月,昨日までの観測史上1位の値の日,昨日までの4月の1位の値(mm),昨日までの4月の1位の値の品質情報,昨日までの4月の1位の値の年,昨日までの4月の1位の値の月,昨日までの4月の1位の値の日,統計開始年
13181,北海道 留萌地方,羽幌,47404,2017,04,11,15,00,0.5,8,0.5,4,15,00,8,,,237,8,1981,08,05,55,8,2000,04,13,1976
13206,北海道 留萌地方,古丹別,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,233,8,1981,08,05,53.0,8,2010,04,30,1976
13261,北海道 留萌地方,達布,,2017,04,11,15,00,0.5,8,1.0,4,03,20,8,,,244,8,1981,08,05,67.5,8,2011,04,18,1977
13277,北海道 留萌地方,留萌,47406,2017,04,11,15,00,0.0,8,0.0,4,,,,,,216,8,1981,08,05,46,8,1990,04,25,1976
13311,北海道 留萌地方,増毛,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,208,8,1981,08,05,49,8,1990,04,25,1976
13321,北海道 留萌地方,幌糠,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,272,8,1981,08,05,62,8,1990,04,25,1977
14026,北海道 石狩地方,浜益,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,231.5,8,2011,09,04,56.0,8,2011,04,25,1977
14071,北海道 石狩地方,厚田,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,270,8,1981,08,05,55,8,1990,04,25,1977
14101,北海道 石狩地方,新篠津,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,316,8,1981,08,05,86,8,1990,04,24,1976
14116,北海道 石狩地方,山口,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,262,4,1981,08,05,69,8,2006,04,22,1976
14121,北海道 石狩地方,石狩,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,131,8,2001,09,12,59,8,1990,04,25,1990
14136,北海道 石狩地方,江別,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,150,8,2001,09,12,37.0,8,2015,04,17,2000
14157,北海道 石狩地方,手稲山,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,165.0,8,2011,09,06,64.0,8,2013,04,08,2010
14163,北海道 石狩地方,札幌,47412,2017,04,11,15,00,0.0,8,0.0,4,,,,,,290,8,1981,08,05,63.0,8,2013,04,08,1976
14191,北海道 石狩地方,小金湯,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,283,8,1981,08,23,83.5,8,2013,04,08,1976
14206,北海道 石狩地方,恵庭島松,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,400,8,1981,08,05,179,8,1990,04,24,1976
14286,北海道 石狩地方,支笏湖畔,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,359.5,8,2014,09,11,197,8,1982,04,17,1976
14296,北海道 石狩地方,千歳,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,216.5,8,2014,09,12,53.0,8,2011,04,25,2003
15116,北海道 空知地方,石狩沼田,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,425,8,1988,08,26,52,8,1990,04,25,1976
15161,北海道 空知地方,深川,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,339,8,1981,08,05,42,8,1990,04,25,1976
15197,北海道 空知地方,雨竜,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,193.5,8,2011,09,04,42.5,8,2011,04,25,2006
15216,北海道 空知地方,新城,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,188,8,1988,08,26,44,8,1985,04,26,1984
15231,北海道 空知地方,空知吉野,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,276,4,1981,08,05,66,8,1990,04,25,1978
15241,北海道 空知地方,滝川,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,348,8,1981,08,05,49.5,8,2011,04,25,1976
15247,北海道 空知地方,赤平,,2017,04,11,15,00,0.5,8,0.5,4,15,00,8,,,175.5,8,2016,08,22,48.0,8,2011,04,25,2006
15251,北海道 空知地方,芦別,,2017,04,11,15,00,0.5,8,0.5,4,15,00,8,,,346,8,1981,08,05,51,8,1985,04,25,1976
15276,北海道 空知地方,浦臼,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,163,8,1988,08,26,78,8,1990,04,25,1983
15311,北海道 空知地方,月形,,2017,04,11,15,00,0.0,8,0.5,4,01,10,8,,,267,8,1981,08,05,83,8,1990,04,25,1976
15321,北海道 空知地方,美唄,,2017,04,11,15,00,0.0,8,0.5,4,00,40,8,,,389,8,1981,08,05,83,8,1990,04,25,1976
15356,北海道 空知地方,岩見沢,47413,2017,04,11,15,00,0.0,8,0.0,4,,,,,,398,8,1981,08,05,106,8,1990,04,24,1976
15391,北海道 空知地方,栗沢,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,388,4,1981,08,05,116,8,1990,04,24,1976
15431,北海道 空知地方,長沼,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,397,4,1981,08,05,155,8,1990,04,24,1976
15442,北海道 空知地方,夕張,,2017,04,11,15,00,0.0,8,0.5,4,03,30,8,,,283,8,1981,08,05,99.0,8,2011,04,25,1976
15451,北海道 空知地方,鹿島,,2017,04,11,15,00,0.0,8,0.5,4,02,00,8,,,199,8,1999,07,31,89.0,8,2011,04,25,1983
15491,北海道 空知地方,沼の沢,,2017,04,11,15,00,0.0,8,0.5,4,03,20,8,,,211,8,2001,09,12,113,8,1990,04,24,1983
16026,北海道 後志地方,美国,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,224.0,8,2014,07,28,86.5,8,2010,04,30,1976
16061,北海道 後志地方,神恵内,,2017,04,11,15,00,0.0,8,1.0,4,00,30,8,,,174.0,8,2011,09,03,87,8,1998,04,14,1977
16076,北海道 後志地方,余市,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,177.0,8,2011,09,04,56,8,1980,04,07,1976
16091,北海道 後志地方,小樽,47411,2017,04,11,15,00,0.0,8,0.0,4,,,,,,160,8,1981,08,05,51,8,1991,04,30,1976
16126,北海道 後志地方,赤井川,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,179.5,8,2011,09,04,74,8,1982,04,12,1976
16156,北海道 後志地方,共和,,2017,04,11,15,00,0.0,8,1.0,4,00,40,8,,,147.5,8,2011,09,04,49.0,8,2013,04,08,1976
16206,北海道 後志地方,蘭越,,2017,04,11,15,00,0.0,8,0.5,4,01,20,8,,,159,8,1981,08,23,76.0,8,2013,04,08,1976
16217,北海道 後志地方,倶知安,47433,2017,04,11,15,00,0.0,8,0.0,4,,,,,,163,8,1981,08,23,59.5,8,2013,04,08,1976
16252,北海道 後志地方,寿都,47421,2017,04,11,15,00,0.0,8,0.0,4,,,,,,188.0,4,2011,09,04,63.0,8,2013,04,08,1976
16272,北海道 後志地方,ニセコ,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,122.0,8,2011,09,07,60.5,8,2010,04,30,2010
16281,北海道 後志地方,真狩,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,181,8,1981,08,05,52,8,1982,04,17,1976
16286,北海道 後志地方,喜茂別,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,220,8,1981,08,05,46,8,1993,04,25,1976
16321,北海道 後志地方,黒松内,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,175,8,1981,08,23,104,8,1982,04,17,1976
17036,北海道 網走・北見・紋別地方,雄武,47405,2017,04,11,15,00,0.0,8,0.0,4,,,,,,208,8,2001,09,11,62.0,8,2014,04,05,1976
17076,北海道 網走・北見・紋別地方,興部,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,187,8,2001,09,11,65,8,1982,04,12,1976
17091,北海道 網走・北見・紋別地方,西興部,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,229,8,2006,10,09,76,8,2006,04,01,1976
17112,北海道 網走・北見・紋別地方,紋別,47435,2017,04,11,15,00,0.0,8,0.0,4,,,,,,217.0,8,2015,10,10,61,8,2000,04,29,1976
17116,北海道 網走・北見・紋別地方,紋別小向,,2017,04,11,15,00,,1,,1,,,,,,188.5,4,2015,10,10,1,4,2005,04,30,2003
17166,北海道 網走・北見・紋別地方,湧別,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,203.5,8,2015,10,10,55,8,1982,04,12,1976
17196,北海道 網走・北見・紋別地方,滝上,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,222,8,2006,10,09,39,8,1982,04,12,1976
17211,北海道 網走・北見・紋別地方,上藻別,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,260,8,2006,10,09,56,8,2006,04,01,1976
17246,北海道 網走・北見・紋別地方,常呂,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,179,8,1992,09,12,57,8,2000,04,29,1976
17306,北海道 網走・北見・紋別地方,遠軽,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,299,8,2006,10,09,52,8,2000,04,29,1976
17316,北海道 網走・北見・紋別地方,佐呂間,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,255,8,2006,10,09,58,8,1990,04,30,1976
17341,北海道 網走・北見・紋別地方,網走,47409,2017,04,11,15,00,0.0,8,0.0,4,,,,,,215,8,1992,09,12,77,8,2000,04,29,1976
17351,北海道 網走・北見・紋別地方,宇登呂,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,430,8,1981,08,06,167.5,8,2013,04,09,1976
17386,北海道 網走・北見・紋別地方,丸瀬布,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,213,8,2006,10,09,64,8,2006,04,22,1984
17482,北海道 網走・北見・紋別地方,白滝,,2017,04,11,15,00,1.0,8,1.0,4,15,00,8,,,198.5,8,2011,09,04,69,8,2006,04,22,1993
17501,北海道 網走・北見・紋別地方,生田原,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,218,8,2006,10,09,50,8,2000,04,13,1976
17512,北海道 網走・北見・紋別地方,仁頃山,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,246,8,2006,10,09,47.5,8,2013,04,29,2006
17521,北海道 網走・北見・紋別地方,北見,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,193,8,2001,09,12,58,4,1979,04,01,1976
17531,北海道 網走・北見・紋別地方,女満別,,2017,04,11,15,00,,1,,1,,,,,,193,8,2006,10,09,21,4,2005,04,23,2003
17541,北海道 網走・北見・紋別地方,東藻琴,,2017,04,11,15,00,2.5,8,2.5,4,15,00,8,,,192,8,2006,10,09,65,8,2000,04,29,1978
17546,北海道 網走・北見・紋別地方,小清水,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,254,8,1992,09,12,71,8,2000,04,29,1976
17561,北海道 網走・北見・紋別地方,斜里,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,245,8,1992,09,12,93,8,1990,04,30,1976
17596,北海道 網走・北見・紋別地方,留辺蘂,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,187,8,2006,10,09,76,8,2000,04,12,1976
17607,北海道 網走・北見・紋別地方,境野,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,185,8,2001,09,12,49,8,2000,04,12,1977
17631,北海道 網走・北見・紋別地方,美幌,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,173,8,1992,09,12,67,8,2000,04,12,1976
17642,北海道 網走・北見・紋別地方,山園,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,193.0,8,2015,10,10,41.5,8,2011,04,25,2010
17686,北海道 網走・北見・紋別地方,置戸常元,,2017,04,11,15,00,0.5,8,0.5,4,15,00,8,,,184,8,2006,08,20,47.5,8,2014,04,05,2006
17717,北海道 網走・北見・紋別地方,津別,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,213,8,2001,09,12,58,8,1990,04,30,1988
17776,北海道 網走・北見・紋別地方,津別二又,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,225,8,2006,10,09,48.5,8,2014,04,06,2006
18038,北海道 根室地方,羅臼,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,219.5,8,2016,08,22,122.5,8,2013,04,09,2005
18091,北海道 根室地方,糸櫛別,,2017,04,11,15,00,1.5,8,1.5,4,15,00,8,,,219.5,4,2016,08,22,132.5,8,2013,04,08,1978
18136,北海道 根室地方,標津,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,221,8,1992,09,12,149.5,8,2013,04,08,1976
18161,北海道 根室地方,上標津,,2017,04,11,15,00,0.5,8,0.5,4,15,00,8,,,181.5,8,2016,08,23,92.0,8,2013,04,08,2003
18171,北海道 根室地方,中標津,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,239,8,2006,10,09,129.0,8,2013,04,08,1976
18174,北海道 根室地方,根室中標津,,2017,04,11,15,00,,1,,1,,,,,,220.5,8,2016,08,23,38.0,4,2011,04,30,2003
18256,北海道 根室地方,別海,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,253,8,2006,10,09,133,8,1990,04,30,1976
18273,北海道 根室地方,根室,47420,2017,04,11,15,00,1.0,8,1.0,4,15,00,8,,,259,8,1992,09,12,148,8,1990,04,30,1976
18281,北海道 根室地方,納沙布,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,195,8,1992,09,12,132,8,1990,04,30,1976
18311,北海道 根室地方,厚床,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,228,8,1992,09,12,152,8,1990,04,30,1977
19021,北海道 釧路地方,川湯,,2017,04,11,15,00,1.5,8,1.5,4,15,00,8,,,198,8,2001,09,12,86,8,2000,04,13,1976
19051,北海道 釧路地方,弟子屈,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,192,8,1992,09,12,97,8,2006,04,22,1977
19076,北海道 釧路地方,阿寒湖畔,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,330,8,1981,08,06,126,8,2000,04,12,1976
19151,北海道 釧路地方,標茶,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,194.0,8,2015,08,12,108.0,8,2013,04,08,1976
19191,北海道 釧路地方,鶴居,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,215,8,2003,08,10,115.0,8,2013,04,08,1977
19261,北海道 釧路地方,中徹別,,2017,04,11,15,00,0.0,8,0.5,4,13,30,8,,,200,8,2003,08,10,128,8,2006,04,22,1976
19281,北海道 釧路地方,塘路,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,191,8,2003,08,10,130.0,8,2013,04,08,1983
19301,北海道 釧路地方,茶内原野,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,220,8,2001,09,12,154,8,1990,04,30,1984
19311,北海道 釧路地方,榊町,,2017,04,11,15,00,0.0,8,0.5,4,00,20,8,,,206,8,1992,09,12,130,8,1990,04,30,1977
19346,北海道 釧路地方,阿寒,,2017,04,11,15,00,0.0,8,0.5,4,14,10,8,,,241,8,2005,09,09,119.5,8,2011,04,25,1976
19347,北海道 釧路地方,鶴丘,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,216,8,2003,07,12,121.0,4,2009,04,23,2003
19376,北海道 釧路地方,太田,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,220.5,8,2015,09,20,147.0,8,2013,04,08,1977
19406,北海道 釧路地方,二俣,,2017,04,11,15,00,0.5,8,0.5,4,15,00,8,,,232,8,1989,06,30,113,8,1990,04,24,1976
19416,北海道 釧路地方,白糠,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,187,8,2007,09,08,98.0,8,2009,04,23,1976
19432,北海道 釧路地方,釧路,47418,2017,04,11,15,00,0.5,8,0.5,4,15,00,8,,,191.5,8,2016,06,18,109.5,8,2013,04,08,1976
19451,北海道 釧路地方,知方学,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,235,8,1986,09,04,103.5,8,2013,04,08,1978
20047,北海道 十勝地方,三股,,2017,04,11,15,00,1.0,8,1.0,4,15,00,8,,,217.5,8,2016,08,31,65.0,8,2013,04,08,2006
20071,北海道 十勝地方,小利別,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,216,8,2006,10,09,55.5,8,2011,04,25,1983
20146,北海道 十勝地方,陸別,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,180,8,2006,08,19,63,8,2000,04,12,1976
20186,北海道 十勝地方,ぬかびら源泉郷,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,325,8,1981,08,06,168,8,2000,04,12,1976
20202,北海道 十勝地方,柏倉,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,208,8,2003,08,10,104,8,2000,04,12,1983
20222,北海道 十勝地方,上螺湾,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,185,4,1988,11,26,105,8,2000,04,12,1983
20266,北海道 十勝地方,上士幌,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,208,8,2006,08,19,96,8,1990,04,24,1976
20276,北海道 十勝地方,足寄,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,186,8,2003,08,10,67,8,2000,04,12,1976
20331,北海道 十勝地方,押帯,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,192,8,2003,08,10,85,8,2006,04,22,1983
20341,北海道 十勝地方,本別,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,185,8,2003,08,10,84,8,2000,04,12,1976
20356,北海道 十勝地方,新得,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,290,4,1981,08,06,66,8,2000,04,23,1976
20361,北海道 十勝地方,鹿追,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,295,8,1981,08,06,78,8,2000,04,23,1976
20371,北海道 十勝地方,駒場,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,166,8,1988,11,25,76,8,2000,04,23,1977
20421,北海道 十勝地方,芽室,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,288,8,1981,08,06,82,8,2000,04,23,1976
20432,北海道 十勝地方,帯広,47417,2017,04,11,15,00,0.0,8,0.0,4,,,,,,194,8,1988,11,25,95,8,2000,04,23,1976
20441,北海道 十勝地方,池田,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,185,8,2003,08,10,100,8,2000,04,23,1976
20451,北海道 十勝地方,留真,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,201,8,1989,06,30,96,8,2000,04,23,1984
20506,北海道 十勝地方,浦幌,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,174,8,1989,06,30,95,8,2000,04,23,1976
20551,北海道 十勝地方,帯広泉,,2017,04,11,15,00,,1,,1,,,,,,169,8,2003,08,10,28.0,4,2011,04,29,2003
20556,北海道 十勝地方,糠内,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,251,8,1988,11,25,119,8,2000,04,23,1978
20601,北海道 十勝地方,上札内,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,337,8,1981,08,06,120,8,2000,04,23,1977
20606,北海道 十勝地方,更別,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,275,8,1981,08,06,125,8,2000,04,23,1977
20631,北海道 十勝地方,大津,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,252,8,1988,08,14,97,8,2006,04,22,1977
20696,北海道 十勝地方,大樹,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,315,8,1998,09,17,127,8,2000,04,23,1976
20751,北海道 十勝地方,広尾,47440,2017,04,11,15,00,0.0,8,0.0,4,,,,,,350,8,1998,09,17,160,8,2000,04,23,1976
21031,北海道 胆振地方,安平,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,309,8,1981,08,05,145,8,1990,04,24,1976
21111,北海道 胆振地方,厚真,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,260,8,1981,08,05,104,8,1990,04,24,1976
21126,北海道 胆振地方,穂別,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,276,8,2006,08,20,131,8,1990,04,24,1976
21161,北海道 胆振地方,大滝,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,289,8,1981,08,24,173.5,8,2013,04,08,1976
