観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),現在値(mm),現在値の品質情報,今日の最大値(mm),今日の最大値の品質情報,今日の最大値起時（時）(まで),今日の最大値起時（分）(まで),今日の最大値起時(まで)の品質情報,極値更新,10年未満での極値更新,昨日までの観測史上1位の値(mm),昨日までの観測史上1位の値の品質情報,昨日までの観測史上1位の値の年,昨日までの観測史上1位の値の月,昨日までの観測史上1位の値の日,昨日までの4月の1位の値(mm),昨日までの4月の1位の値の品質情報,昨日までの4月の1位の値の年,昨日までの4月の1位の値の月,昨日までの4月の1位の値の日,統計開始年
13321,北海道 留萌地方,幌糠,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,166,8,1988,08,25,21,8,1986,04,27,1977
14026,北海道 石狩地方,浜益,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,90.0,8,2011,09,02,20,8,1990,04,23,1977
14071,北海道 石狩地方,厚田,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,72.5,8,2010,08,23,22,8,1990,04,23,1977
14101,北海道 石狩地方,新篠津,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,90,8,1986,09,04,31,8,1990,04,23,1976
14116,北海道 石狩地方,山口,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,70,8,1992,09,01,28,8,1990,04,23,1976
14121,北海道 石狩地方,石狩,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,70,8,1992,09,01,29,8,1990,04,23,1990
14136,北海道 石狩地方,江別,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,77.0,8,2015,06,03,17,8,2006,04,20,2000
14157,北海道 石狩地方,手稲山,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,61.5,8,2011,09,06,26.0,8,2013,04,07,2010
14163,北海道 石狩地方,札幌,47412,2017,04,11,15,00,0.0,8,0.0,4,,,,,,72.0,8,2015,08,07,34,8,1990,04,23,1976
14191,北海道 石狩地方,小金湯,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,80,8,1981,08,23,30,8,1990,04,23,1976
14206,北海道 石狩地方,恵庭島松,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,102,8,1994,09,08,79,8,1990,04,23,1976
14286,北海道 石狩地方,支笏湖畔,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,133.0,8,2014,09,11,65,8,1990,04,23,1976
14296,北海道 石狩地方,千歳,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,164.5,8,2014,09,11,21.5,8,2008,04,24,2003
15116,北海道 空知地方,石狩沼田,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,124,8,1988,08,25,17.0,8,2011,04,24,1976
15161,北海道 空知地方,深川,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,72,8,1990,09,03,16,8,1990,04,23,1976
15197,北海道 空知地方,雨竜,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,55.5,8,2011,09,02,18.0,8,2011,04,24,2006
15216,北海道 空知地方,新城,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,91,8,1988,08,26,16.5,8,2011,04,24,1984
15231,北海道 空知地方,空知吉野,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,113,8,1990,09,03,26,8,1990,04,23,1978
15241,北海道 空知地方,滝川,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,80.0,8,2011,08,14,26,8,1991,04,13,1976
15247,北海道 空知地方,赤平,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,96.0,8,2016,08,20,18.5,8,2011,04,24,2006
15251,北海道 空知地方,芦別,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,79,8,2006,08,18,17.0,8,2011,04,24,1976
15276,北海道 空知地方,浦臼,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,76.5,8,2011,08,14,23,8,1990,04,23,1983
15311,北海道 空知地方,月形,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,83,8,1996,10,04,29,8,1990,04,23,1976
15321,北海道 空知地方,美唄,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,126,8,1988,08,26,25,8,1990,04,23,1976
15356,北海道 空知地方,岩見沢,47413,2017,04,11,15,00,0.0,8,0.0,4,,,,,,92,8,1997,10,07,38.5,8,2011,04,24,1976
15391,北海道 空知地方,栗沢,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,94.0,8,2016,08,09,33,8,1990,04,23,1976
15431,北海道 空知地方,長沼,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,80.5,8,2015,06,03,46,8,1990,04,23,1976
15442,北海道 空知地方,夕張,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,78,8,1988,08,26,37.5,8,2011,04,24,1976
15451,北海道 空知地方,鹿島,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,71.5,8,2015,06,03,29.0,8,2011,04,24,1983
15491,北海道 空知地方,沼の沢,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,68,4,1988,08,26,37.5,8,2011,04,24,1983
16026,北海道 後志地方,美国,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,91.0,8,2012,09,16,33,8,1998,04,13,1976
16061,北海道 後志地方,神恵内,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,89.5,8,2010,07,29,29,8,1998,04,13,1977
16076,北海道 後志地方,余市,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,71.5,8,2010,08,08,25,8,1998,04,13,1976
16091,北海道 後志地方,小樽,47411,2017,04,11,15,00,0.0,8,0.0,4,,,,,,76.5,8,2010,08,08,19,8,1990,04,23,1976
16126,北海道 後志地方,赤井川,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,56,8,1997,08,05,24,8,1990,04,23,1976
16156,北海道 後志地方,共和,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,74,8,1976,08,12,19.0,8,2015,04,03,1976
16206,北海道 後志地方,蘭越,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,73,8,1999,07,29,27.5,8,2013,04,07,1976
16217,北海道 後志地方,倶知安,47433,2017,04,11,15,00,0.0,8,0.0,4,,,,,,80,8,2006,08,18,22.0,8,2013,04,07,1976
16252,北海道 後志地方,寿都,47421,2017,04,11,15,00,0.0,8,0.0,4,,,,,,82.0,8,2010,07,29,21.0,8,2013,04,07,1976
16272,北海道 後志地方,ニセコ,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,63.0,8,2011,09,06,16.0,8,2010,04,28,2010
16281,北海道 後志地方,真狩,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,64,8,1999,07,29,17,8,2000,04,22,1976
16286,北海道 後志地方,喜茂別,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,63,8,1985,09,01,23,8,2000,04,11,1976
16321,北海道 後志地方,黒松内,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,112,8,1985,09,01,35.5,8,2010,04,28,1976
17036,北海道 網走・北見・紋別地方,雄武,47405,2017,04,11,15,00,0.0,8,0.0,4,,,,,,59.5,8,2014,08,24,23,8,2006,04,21,1976
17076,北海道 網走・北見・紋別地方,興部,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,65,8,1997,08,04,24,8,2006,04,21,1976
17091,北海道 網走・北見・紋別地方,西興部,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,60.0,8,2014,08,05,17,8,2006,04,21,1976
17112,北海道 網走・北見・紋別地方,紋別,47435,2017,04,11,15,00,0.0,8,0.0,4,,,,,,65.5,8,2015,10,08,30,8,2006,04,21,1976
17116,北海道 網走・北見・紋別地方,紋別小向,,2017,04,11,15,00,,1,,1,,,,,,62.0,4,2015,10,08,1,4,2005,04,30,2003
17166,北海道 網走・北見・紋別地方,湧別,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,59,8,2006,08,04,22,8,2006,04,21,1976
17196,北海道 網走・北見・紋別地方,滝上,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,63,8,2000,07,15,30,8,2006,04,21,1976
17211,北海道 網走・北見・紋別地方,上藻別,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,70,8,1998,09,16,37,8,2006,04,21,1976
17246,北海道 網走・北見・紋別地方,常呂,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,92,8,1978,07,11,22,8,2006,04,21,1976
17306,北海道 網走・北見・紋別地方,遠軽,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,56.5,8,2013,08,20,32,8,2006,04,21,1976
17316,北海道 網走・北見・紋別地方,佐呂間,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,61,8,2001,07,24,28,8,2006,04,21,1976
17341,北海道 網走・北見・紋別地方,網走,47409,2017,04,11,15,00,0.0,8,0.0,4,,,,,,49,8,2003,08,10,22,8,2006,04,21,1976
17351,北海道 網走・北見・紋別地方,宇登呂,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,139,8,1981,08,06,67,8,2000,04,11,1976
17386,北海道 網走・北見・紋別地方,丸瀬布,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,87,8,1998,07,25,47,8,2006,04,21,1984
17482,北海道 網走・北見・紋別地方,白滝,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,95.5,8,2011,09,02,55,8,2006,04,21,1993
17501,北海道 網走・北見・紋別地方,生田原,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,68.5,8,2016,07,31,33,8,2006,04,21,1976
17512,北海道 網走・北見・紋別地方,仁頃山,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,60.5,8,2016,08,20,18,8,2007,04,26,2006
17521,北海道 網走・北見・紋別地方,北見,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,65,8,1988,08,06,24,8,2006,04,21,1976
17531,北海道 網走・北見・紋別地方,女満別,,2017,04,11,15,00,,1,,1,,,,,,59,8,2006,08,18,8.5,4,2012,04,28,2003
17541,北海道 網走・北見・紋別地方,東藻琴,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,60.5,8,2011,08,26,30,8,2006,04,21,1978
17546,北海道 網走・北見・紋別地方,小清水,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,57.5,8,2009,07,27,19,8,2006,04,21,1976
17561,北海道 網走・北見・紋別地方,斜里,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,50,8,1992,09,11,29.0,8,2013,04,07,1976
17596,北海道 網走・北見・紋別地方,留辺蘂,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,79,8,1997,07,14,30,8,2006,04,21,1976
17607,北海道 網走・北見・紋別地方,境野,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,58.5,8,2016,08,20,27,8,2006,04,21,1977
17631,北海道 網走・北見・紋別地方,美幌,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,73,8,1984,08,08,28,8,2006,04,21,1976
17642,北海道 網走・北見・紋別地方,山園,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,52.5,8,2014,08,11,23.0,8,2011,04,24,2010
17686,北海道 網走・北見・紋別地方,置戸常元,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,78.5,8,2016,08,17,16.0,8,2011,04,24,2006
17717,北海道 網走・北見・紋別地方,津別,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,72,8,2006,08,18,21,8,2006,04,21,1988
17776,北海道 網走・北見・紋別地方,津別二又,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,67.0,8,2015,09,02,16.5,8,2014,04,04,2006
18038,北海道 根室地方,羅臼,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,83.0,8,2014,08,11,63,8,2006,04,21,2005
18091,北海道 根室地方,糸櫛別,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,116,8,1987,10,18,59,8,2006,04,21,1978
18136,北海道 根室地方,標津,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,83.0,8,2015,08,10,50.0,8,2013,04,07,1976
18161,北海道 根室地方,上標津,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,76.5,8,2013,09,16,44,8,2006,04,21,2003
18171,北海道 根室地方,中標津,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,89.0,8,2015,08,10,41,8,2006,04,21,1976
18174,北海道 根室地方,根室中標津,,2017,04,11,15,00,,1,,1,,,,,,81.0,8,2015,08,10,18.0,4,2011,04,28,2003
18256,北海道 根室地方,別海,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,117.5,8,2013,09,16,34.0,8,2013,04,07,1976
18273,北海道 根室地方,根室,47420,2017,04,11,15,00,0.0,8,0.0,4,,,,,,88.0,8,2015,08,11,32,8,1990,04,30,1976
18281,北海道 根室地方,納沙布,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,83.5,8,2016,08,17,21,8,1990,04,30,1976
18311,北海道 根室地方,厚床,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,98.0,8,2015,08,11,29,8,2006,04,21,1977
19021,北海道 釧路地方,川湯,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,66.0,8,2016,08,21,35,8,2006,04,21,1976
19051,北海道 釧路地方,弟子屈,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,79,8,1985,09,08,58,8,2006,04,21,1977
19076,北海道 釧路地方,阿寒湖畔,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,79.5,8,2011,06,11,47.5,8,2011,04,24,1976
19151,北海道 釧路地方,標茶,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,79.5,8,2015,08,10,42.5,8,2014,04,04,1976
19191,北海道 釧路地方,鶴居,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,78.0,8,2016,08,21,44,8,2006,04,20,1977
19261,北海道 釧路地方,中徹別,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,89,8,1992,08,09,72,8,2006,04,20,1976
19281,北海道 釧路地方,塘路,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,95.5,8,2013,09,16,47.5,8,2014,04,04,1983
19301,北海道 釧路地方,茶内原野,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,121,8,2006,06,18,36.5,8,2013,04,07,1984
19311,北海道 釧路地方,榊町,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,84,8,1989,08,16,33,8,2000,04,28,1977
19346,北海道 釧路地方,阿寒,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,101,8,2005,09,07,48,8,2006,04,20,1976
19347,北海道 釧路地方,鶴丘,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,87.0,8,2014,08,11,36.5,4,2009,04,22,2003
19376,北海道 釧路地方,太田,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,133.5,8,2013,09,16,48.5,8,2013,04,07,1977
19406,北海道 釧路地方,二俣,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,85,8,2005,09,07,44,8,2006,04,20,1976
19416,北海道 釧路地方,白糠,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,87,8,1985,09,07,33,8,2006,04,20,1976
19432,北海道 釧路地方,釧路,47418,2017,04,11,15,00,0.0,8,0.0,4,,,,,,104.0,8,2013,09,16,41,8,2006,04,20,1976
19451,北海道 釧路地方,知方学,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,94.5,8,2016,09,09,34.0,8,2013,04,07,1978
20047,北海道 十勝地方,三股,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,73.0,8,2015,07,23,23.5,8,2013,04,07,2006
20071,北海道 十勝地方,小利別,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,67,8,2003,08,10,25,8,2006,04,21,1983
20146,北海道 十勝地方,陸別,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,73,8,1999,08,07,22,8,2006,04,21,1976
20186,北海道 十勝地方,ぬかびら源泉郷,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,108.0,8,2016,08,17,36,8,2000,04,11,1976
20202,北海道 十勝地方,柏倉,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,85,8,2003,08,10,34,8,1990,04,23,1983
20222,北海道 十勝地方,上螺湾,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,54,8,1998,07,10,34,8,2006,04,20,1983
20266,北海道 十勝地方,上士幌,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,75,8,2003,08,10,34,8,2006,04,20,1976
20276,北海道 十勝地方,足寄,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,95.5,8,2013,08,08,34,8,2006,04,20,1976
20331,北海道 十勝地方,押帯,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,81,8,2003,08,10,46,8,2006,04,20,1983
20341,北海道 十勝地方,本別,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,61,8,2003,08,10,37,8,2006,04,20,1976
20356,北海道 十勝地方,新得,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,80,4,1981,08,05,28,8,1988,04,19,1976
20361,北海道 十勝地方,鹿追,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,65.0,8,2016,08,17,27,8,1988,04,19,1976
20371,北海道 十勝地方,駒場,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,54.0,8,2012,08,06,30,8,2006,04,20,1977
20421,北海道 十勝地方,芽室,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,55,8,1981,08,05,25,8,2000,04,22,1976
20432,北海道 十勝地方,帯広,47417,2017,04,11,15,00,0.0,8,0.0,4,,,,,,55,8,1985,09,01,33,8,2000,04,22,1976
20441,北海道 十勝地方,池田,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,59,8,2003,08,10,43,8,2006,04,20,1976
20451,北海道 十勝地方,留真,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,63,8,1989,08,28,39,8,2006,04,20,1984
20506,北海道 十勝地方,浦幌,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,66.0,8,2012,08,10,51,8,2006,04,20,1976
20551,北海道 十勝地方,帯広泉,,2017,04,11,15,00,,1,,1,,,,,,51,8,2003,08,09,9.5,4,2011,04,28,2003
20556,北海道 十勝地方,糠内,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,76,8,1988,11,24,38,8,2000,04,22,1978
20601,北海道 十勝地方,上札内,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,100,8,1994,08,19,41,8,2000,04,22,1977
20606,北海道 十勝地方,更別,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,99,8,1998,09,16,37,8,2000,04,22,1977
20631,北海道 十勝地方,大津,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,80,8,1985,09,07,46,8,2006,04,20,1977
20696,北海道 十勝地方,大樹,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,141,8,1998,09,16,41,8,1990,04,23,1976
20751,北海道 十勝地方,広尾,47440,2017,04,11,15,00,0.0,8,0.0,4,,,,,,160,8,1998,09,16,57,8,1988,04,19,1976
21031,北海道 胆振地方,安平,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,118.5,8,2014,09,11,51,8,1990,04,23,1976
21111,北海道 胆振地方,厚真,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,69,8,2006,08,19,29,8,2006,04,20,1976
21126,北海道 胆振地方,穂別,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,120,8,2000,08,15,41,8,1990,04,23,1976
21161,北海道 胆振地方,大滝,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,105.0,8,2016,08,30,61,8,2000,04,22,1976
21171,北海道 胆振地方,森野,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,168.5,8,2011,08,21,63,8,2000,04,11,1976
