観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),現在値(mm),現在値の品質情報,今日の最大値(mm),今日の最大値の品質情報,今日の最大値起時（時）(まで),今日の最大値起時（分）(まで),今日の最大値起時(まで)の品質情報,極値更新,10年未満での極値更新,昨日までの観測史上1位の値(mm),昨日までの観測史上1位の値の品質情報,昨日までの観測史上1位の値の年,昨日までの観測史上1位の値の月,昨日までの観測史上1位の値の日,昨日までの4月の1位の値(mm),昨日までの4月の1位の値の品質情報,昨日までの4月の1位の値の年,昨日までの4月の1位の値の月,昨日までの4月の1位の値の日,統計開始年
11001,北海道 宗谷地方,宗谷岬,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,75,8,1996,08,18,12,8,1990,04,23,1978
11016,北海道 宗谷地方,稚内,47401,2017,04,11,15,00,0.0,8,0.0,4,,,,,,73,8,2000,10,01,12,8,2002,04,17,1976
11046,北海道 宗谷地方,礼文,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,96.5,8,2014,08,24,16,8,2006,04,21,2003
11061,北海道 宗谷地方,声問,,2017,04,11,15,00,,1,,1,,,,,,65.0,8,2010,09,20,7,4,2003,04,30,2003
11076,北海道 宗谷地方,浜鬼志別,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,62.0,8,2013,08,25,14,8,2002,04,17,1978
11091,北海道 宗谷地方,本泊,,2017,04,11,15,00,,1,,1,,,,,,105.5,8,2014,08,11,,,,,,2003
11121,北海道 宗谷地方,沼川,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,70,8,1999,08,27,19,8,1989,04,17,1977
11151,北海道 宗谷地方,沓形,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,68,8,2006,10,19,21,8,1989,04,17,1976
11176,北海道 宗谷地方,豊富,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,80,8,2000,10,09,15,8,1998,04,13,1976
11206,北海道 宗谷地方,浜頓別,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,64,8,2000,08,11,26,8,1989,04,17,1976
11276,北海道 宗谷地方,中頓別,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,72.5,8,2010,09,06,17,8,1982,04,10,1976
11291,北海道 宗谷地方,北見枝幸,47402,2017,04,11,15,00,0.0,8,0.0,4,,,,,,81.0,8,2010,09,06,30,8,1989,04,17,1976
11316,北海道 宗谷地方,歌登,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,75.5,8,2016,08,17,26,8,1989,04,17,1976
13011,北海道 宗谷地方,幌延,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,53.0,8,2014,08,24,11.0,8,2016,04,05,2006
12011,北海道 上川地方,中川,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,77.0,8,2010,08,14,17,8,1990,04,23,1977
12041,北海道 上川地方,音威子府,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,79.5,8,2010,08,13,16,8,1990,04,23,1978
12066,北海道 上川地方,小車,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,59.0,8,2009,07,24,10.5,8,2010,04,13,2006
12141,北海道 上川地方,美深,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,61.5,8,2016,08,17,15,8,1991,04,13,1976
12181,北海道 上川地方,名寄,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,69,8,1994,08,14,13,8,2002,04,25,1976
12217,北海道 上川地方,西風連,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,71.5,8,2011,09,02,10.5,8,2011,04,16,2006
12231,北海道 上川地方,下川,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,69.5,8,2016,08,20,12,8,2002,04,25,1976
12256,北海道 上川地方,剣淵,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,92.0,8,2016,07,31,11.5,8,2011,04,16,2006
12261,北海道 上川地方,士別,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,93.0,8,2016,08,20,12,8,1991,04,29,1976
12266,北海道 上川地方,朝日,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,84.0,8,2016,07,31,14,8,1992,04,25,1976
12301,北海道 上川地方,和寒,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,82.0,8,2012,08,26,15,8,2002,04,16,1977
12386,北海道 上川地方,江丹別,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,75,8,1989,08,23,22.0,8,2014,04,09,1977
12396,北海道 上川地方,比布,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,70,8,2006,08,18,16,8,2000,04,11,1976
12411,北海道 上川地方,上川,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,87.5,8,2015,08,01,24,8,2006,04,21,1976
12442,北海道 上川地方,旭川,47407,2017,04,11,15,00,0.0,8,0.0,4,,,,,,77,8,2006,08,18,15,8,2000,04,11,1976
12451,北海道 上川地方,東川,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,73,8,2006,08,18,19,8,1978,04,16,1977
12457,北海道 上川地方,瑞穂,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,65,8,2006,08,18,23,8,2006,04,20,1984
12471,北海道 上川地方,層雲峡,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,80.5,8,2016,08,23,38,8,2006,04,20,1976
12501,北海道 上川地方,東神楽,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,82,8,2006,08,18,10,4,2003,04,30,2003
12512,北海道 上川地方,志比内,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,72.0,8,2010,08,24,20,8,2000,04,11,1993
12551,北海道 上川地方,美瑛,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,69.5,8,2010,08,24,15,8,2003,04,30,1976
12596,北海道 上川地方,上富良野,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,58.5,8,2011,09,02,15,8,2003,04,30,1977
12607,北海道 上川地方,白金,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,123.5,8,2016,08,23,49,8,2006,04,20,1984
12626,北海道 上川地方,富良野,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,86.0,8,2016,08,17,20,8,2000,04,11,1976
12632,北海道 上川地方,麓郷,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,64.0,8,2016,08,23,23,8,2006,04,20,1978
12686,北海道 上川地方,金山,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,86.0,8,2016,08,01,21.0,8,2010,04,13,2006
12691,北海道 上川地方,幾寅,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,65,8,1989,08,14,23.0,8,2013,04,07,1977
12746,北海道 上川地方,占冠,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,80,8,2003,08,09,23.5,8,2010,04,13,1977
15041,北海道 上川地方,朱鞠内,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,79,8,1999,07,28,16,8,1980,04,05,1978
15076,北海道 上川地方,幌加内,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,83,8,1988,08,25,18.0,8,2011,04,24,1976
13061,北海道 留萌地方,天塩,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,107.0,8,2013,08,12,20,8,1997,04,22,1976
13086,北海道 留萌地方,遠別,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,76.5,8,2010,08,14,14,8,2002,04,11,1976
13121,北海道 留萌地方,初山別,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,98.0,8,2010,08,14,17,8,1991,04,13,1977
13146,北海道 留萌地方,焼尻,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,128,8,1982,08,21,21,8,1991,04,13,1977
13181,北海道 留萌地方,羽幌,47404,2017,04,11,15,00,0.0,8,0.0,4,,,,,,81,8,1999,07,28,18,8,1991,04,13,1976
13206,北海道 留萌地方,古丹別,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,84,8,1999,07,28,17,8,1991,04,13,1976
13261,北海道 留萌地方,達布,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,91,8,1994,08,12,17,8,1990,04,23,1977
13277,北海道 留萌地方,留萌,47406,2017,04,11,15,00,0.0,8,0.0,4,,,,,,78,8,1994,08,12,20,8,1986,04,27,1976
13311,北海道 留萌地方,増毛,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,76.0,8,2012,08,26,22,8,1990,04,23,1976
